date,alert_type,severity,confidence,action_required
2013-07-01,CROP_FAILURE,LOW,0.0,"Assess crop damage, initiate insurance claims"
2013-09-01,DROUGHT,MEDIUM,0.625,"Monitor water resources, prepare irrigation"
2013-10-01,DROUGHT,MEDIUM,0.625,"Monitor water resources, prepare irrigation"
2013-11-01,DROUGHT,MEDIUM,0.625,"Monitor water resources, prepare irrigation"
2013-12-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2014-01-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2014-02-01,CROP_FAILURE,LOW,0.0,"Assess crop damage, initiate insurance claims"
2014-03-01,FLOOD,MEDIUM,0.625,"Prepare drainage, protect crops"
2014-03-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2014-04-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2014-04-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2014-05-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2014-05-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2014-05-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2014-06-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2014-06-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2014-09-01,DROUGHT,MEDIUM,0.625,"Monitor water resources, prepare irrigation"
2014-10-01,DROUGHT,MEDIUM,0.4375,"Monitor water resources, prepare irrigation"
2014-11-01,DROUGHT,MEDIUM,0.4375,"Monitor water resources, prepare irrigation"
2014-12-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2015-03-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2015-03-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2015-03-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2015-03-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2015-03-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2015-04-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2015-04-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2015-04-01,FLOOD,MEDIUM,0.625,"Prepare drainage, protect crops"
2015-05-01,FLOOD,MEDIUM,0.625,"Prepare drainage, protect crops"
2015-05-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2015-06-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2015-06-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2015-07-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2015-07-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2015-08-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2015-09-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2015-10-01,DROUGHT,MEDIUM,0.625,"Monitor water resources, prepare irrigation"
2015-10-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2015-10-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2015-11-01,DROUGHT,MEDIUM,0.4375,"Monitor water resources, prepare irrigation"
2015-12-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2016-01-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2016-01-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2016-03-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2016-04-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2016-04-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2016-04-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2016-04-01,FLOOD,MEDIUM,0.625,"Prepare drainage, protect crops"
2016-04-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2016-05-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2016-06-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2016-08-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2016-12-01,CROP_FAILURE,LOW,0.0,"Assess crop damage, initiate insurance claims"
2017-01-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2017-01-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2017-01-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2017-01-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2017-02-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2017-02-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2017-04-01,FLOOD,MEDIUM,0.625,"Prepare drainage, protect crops"
2017-06-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2017-06-01,CROP_FAILURE,LOW,0.0,"Assess crop damage, initiate insurance claims"
2017-07-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2017-08-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2017-08-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2017-09-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2017-10-01,FLOOD,MEDIUM,0.625,"Prepare drainage, protect crops"
2017-11-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2017-11-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2017-12-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2018-01-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2018-01-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2018-01-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2018-03-01,FLOOD,MEDIUM,0.625,"Prepare drainage, protect crops"
2018-04-01,FLOOD,MEDIUM,0.625,"Prepare drainage, protect crops"
2018-04-01,FLOOD,MEDIUM,0.625,"Prepare drainage, protect crops"
2018-04-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2018-04-01,FLOOD,MEDIUM,0.625,"Prepare drainage, protect crops"
2018-04-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2018-05-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2018-05-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2018-06-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2018-07-01,FLOOD,MEDIUM,0.625,"Prepare drainage, protect crops"
2018-08-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2018-09-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2018-10-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2018-10-01,DROUGHT,MEDIUM,0.4375,"Monitor water resources, prepare irrigation"
2018-11-01,DROUGHT,MEDIUM,0.4375,"Monitor water resources, prepare irrigation"
2019-02-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2019-03-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2019-03-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2019-04-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2019-04-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2019-04-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2019-04-01,CROP_FAILURE,LOW,0.0,"Assess crop damage, initiate insurance claims"
2019-04-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2019-05-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2019-05-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2019-06-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2019-06-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2019-09-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2019-10-01,FLOOD,HIGH,0.8125,"Prepare drainage, protect crops"
2019-11-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2019-12-01,FLOOD,MEDIUM,0.625,"Prepare drainage, protect crops"
2019-12-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2020-01-01,FLOOD,MEDIUM,0.625,"Prepare drainage, protect crops"
2020-01-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2020-01-01,FLOOD,MEDIUM,0.625,"Prepare drainage, protect crops"
2020-03-01,FLOOD,MEDIUM,0.625,"Prepare drainage, protect crops"
2020-03-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2020-03-01,FLOOD,MEDIUM,0.625,"Prepare drainage, protect crops"
2020-03-01,FLOOD,HIGH,0.8125,"Prepare drainage, protect crops"
2020-03-01,FLOOD,HIGH,0.8125,"Prepare drainage, protect crops"
2020-04-01,FLOOD,HIGH,0.8125,"Prepare drainage, protect crops"
2020-04-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2020-04-01,FLOOD,MEDIUM,0.625,"Prepare drainage, protect crops"
2020-04-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2020-05-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2020-05-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2020-05-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2020-05-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2020-05-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2020-06-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2020-06-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2020-06-01,FLOOD,MEDIUM,0.625,"Prepare drainage, protect crops"
2020-06-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2020-07-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2020-08-01,FLOOD,MEDIUM,0.625,"Prepare drainage, protect crops"
2021-04-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2021-04-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2021-04-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2021-04-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2021-04-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2021-05-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2021-05-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2021-06-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2021-06-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2021-06-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2021-07-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2022-01-01,FLOOD,MEDIUM,0.625,"Prepare drainage, protect crops"
2022-01-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2022-01-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2022-02-01,FLOOD,HIGH,0.8125,"Prepare drainage, protect crops"
2022-03-01,FLOOD,MEDIUM,0.625,"Prepare drainage, protect crops"
2022-04-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2022-04-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2022-05-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2022-06-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2022-06-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2022-07-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2022-09-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2022-09-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2022-10-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2022-10-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2022-11-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2022-11-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2022-12-01,FLOOD,MEDIUM,0.625,"Prepare drainage, protect crops"
2023-03-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2023-03-01,FLOOD,MEDIUM,0.625,"Prepare drainage, protect crops"
2023-04-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2023-04-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2023-04-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2023-04-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2023-05-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2023-06-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2023-11-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2023-12-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2023-12-01,FLOOD,MEDIUM,0.625,"Prepare drainage, protect crops"
2024-01-01,FLOOD,MEDIUM,0.625,"Prepare drainage, protect crops"
2024-01-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2024-01-01,FLOOD,MEDIUM,0.625,"Prepare drainage, protect crops"
2024-02-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2024-02-01,FLOOD,MEDIUM,0.625,"Prepare drainage, protect crops"
2024-03-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2024-03-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2024-04-01,FLOOD,MEDIUM,0.625,"Prepare drainage, protect crops"
2024-04-01,FLOOD,MEDIUM,0.625,"Prepare drainage, protect crops"
2024-04-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
2024-04-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2024-04-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2024-04-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2024-05-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2024-05-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2024-05-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2024-05-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2024-06-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2024-06-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2025-04-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2025-04-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2025-05-01,FLOOD,MEDIUM,0.4375,"Prepare drainage, protect crops"
2025-12-01,CROP_FAILURE,LOW,0.0,"Assess crop damage, initiate insurance claims"
2025-12-01,CROP_FAILURE,LOW,0.15,"Assess crop damage, initiate insurance claims"
